candidate_id,dataset_version,label_version,label_status,is_suitable,candidate_origin,source_dataset,district_id,district_name,zone_id,population_density,num_households,nse_ab_pct,nse_c_pct,nse_de_pct,urbanization_rate,dist_nearest_road_m,walkability_score,poi_commercial_500m,poi_educational_500m,poi_parks_500m,land_use_encoded,area_m2,dist_nearest_recycling_m,recycling_density_1km,waste_per_capita_kg,coverage_gap_index,accessibility_composite,nse_high_ratio,recycling_deficit,is_optimal,suitability_score,evidence_summary,label_reason,review_notes
ECO-SIM-V03-0146,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,0,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,2,Magdalena del Mar,145,14795.1,1732,0.4676,0.5287,0.0037,0.9459,28.0,0.5463,15,2,1,0,265.6,126.0,1,0.78,0.0884,0.6905,0.4676,0,0,0.9315,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0147,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,0,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,2,Magdalena del Mar,146,9706.1,805,0.4251,0.4301,0.1447,0.9221,26.3,0.7119,14,3,1,1,61.4,722.4,3,0.36,0.8847,0.7921,0.4251,1,0,0.943,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0148,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,1,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,2,Magdalena del Mar,147,11426.7,964,0.5834,0.4642,0.0,0.932,5.7,0.8283,23,3,0,1,234.8,1015.3,0,0.641,0.946,0.8893,0.5834,1,1,0.9687,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0149,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,0,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,2,Magdalena del Mar,148,17152.6,1846,0.5686,0.3568,0.0746,0.8441,27.2,0.7716,19,2,0,0,306.4,259.7,2,0.586,0.128,0.8266,0.5686,0,0,0.9277,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0150,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,0,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,2,Magdalena del Mar,149,14844.0,1572,0.6188,0.2171,0.1642,0.955,18.3,0.6869,16,5,1,2,532.8,184.0,0,0.63,0.2373,0.7877,0.6188,0,0,0.8974,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0151,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,0,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,2,Magdalena del Mar,150,12399.4,1026,0.6046,0.2025,0.1929,0.8494,66.2,0.6248,17,1,0,0,186.8,1285.0,1,0.575,0.7672,0.6866,0.6046,1,0,0.9475,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0152,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,0,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,2,Magdalena del Mar,151,13642.1,1546,0.5743,0.3704,0.0553,0.8869,1.0,0.9085,18,3,0,1,474.5,281.8,1,0.671,0.0028,0.9438,0.5743,0,0,0.9291,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0153,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,0,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,2,Magdalena del Mar,152,14027.8,1415,0.6057,0.3026,0.0917,0.7502,3.8,0.6724,15,1,2,3,284.2,493.4,1,0.939,0.171,0.7984,0.6057,0,0,0.9357,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0154,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,0,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,2,Magdalena del Mar,153,15545.0,1807,0.5457,0.2768,0.1774,0.9048,17.7,0.6949,26,6,1,1,85.5,328.9,1,0.601,0.1901,0.7934,0.5457,0,0,0.9453,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0155,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,0,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,2,Magdalena del Mar,154,11147.6,1283,0.5913,0.345,0.0637,0.9224,26.7,0.8959,18,4,0,2,78.9,181.6,2,0.694,0.2746,0.9019,0.5913,0,0,0.9272,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0156,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,0,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,2,Magdalena del Mar,155,12234.0,1376,0.4774,0.3992,0.1234,0.8861,22.0,0.6,22,1,2,1,600.7,225.6,0,0.949,0.1241,0.7306,0.4774,0,0,0.9089,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0157,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,0,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,2,Magdalena del Mar,156,14573.2,1466,0.587,0.2338,0.1793,0.8692,37.0,0.6307,25,3,1,2,637.0,413.5,2,0.567,0.1723,0.7291,0.587,0,0,0.9206,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0158,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,1,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,2,Magdalena del Mar,157,13790.3,1242,0.6168,0.3141,0.0691,0.9444,8.6,0.6075,22,0,1,1,316.8,939.9,0,0.922,0.5269,0.753,0.6168,1,1,0.9723,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0159,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,0,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,2,Magdalena del Mar,158,15200.9,1523,0.483,0.4708,0.0462,0.9135,14.7,0.3432,23,0,1,1,809.6,227.9,0,0.651,0.1595,0.5863,0.483,0,0,0.9195,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0160,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,0,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,2,Magdalena del Mar,159,11418.0,959,0.5552,0.264,0.1808,0.8167,17.5,0.811,25,3,2,0,569.8,208.5,3,0.917,0.0202,0.8633,0.5552,0,0,0.8812,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0161,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,0,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,2,Magdalena del Mar,160,14750.0,1568,0.4876,0.4196,0.0928,0.9802,35.5,0.7793,17,4,0,1,422.8,22.1,2,0.763,0.2692,0.8202,0.4876,0,0,0.9205,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0162,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,0,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,2,Magdalena del Mar,161,16292.3,1390,0.4973,0.3112,0.1914,0.9197,75.2,0.4962,20,1,0,0,118.0,51.5,0,0.696,0.2731,0.5975,0.4973,0,0,0.9218,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0163,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,0,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,2,Magdalena del Mar,162,15022.3,1508,0.4375,0.3937,0.1688,0.9871,32.9,0.8166,24,5,1,3,977.6,10.0,2,0.64,0.1644,0.8461,0.4375,0,0,0.9326,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0164,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,0,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,2,Magdalena del Mar,163,14292.1,1174,0.6766,0.4378,0.0,0.9831,1.5,0.5684,23,3,2,0,375.8,54.0,2,0.556,0.167,0.7391,0.6766,0,0,0.8977,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0165,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,1,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,2,Magdalena del Mar,164,13798.6,1269,0.6566,0.4093,0.0,0.9705,16.6,0.8807,39,4,2,0,179.7,595.5,1,0.661,0.9519,0.9063,0.6566,1,1,0.9799,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0166,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,0,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,2,Magdalena del Mar,165,12246.8,1093,0.6037,0.4227,0.0,0.9313,24.1,0.5007,26,4,1,2,143.4,522.9,2,0.785,0.9197,0.6683,0.6037,1,0,0.9517,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0167,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,1,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,2,Magdalena del Mar,166,13848.8,1451,0.7472,0.2579,0.0,0.8963,3.5,0.824,13,3,1,0,300.5,596.1,0,0.648,0.5288,0.8897,0.7472,1,1,0.9662,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0168,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,0,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,2,Magdalena del Mar,167,16645.4,1855,0.5311,0.4391,0.0298,0.7913,6.4,0.5222,21,1,2,0,64.3,11.8,3,0.603,0.2127,0.7048,0.5311,0,0,0.8945,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0169,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,0,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,2,Magdalena del Mar,168,13750.0,1131,0.8532,0.2818,0.0,0.8804,24.9,0.7582,23,2,2,1,428.3,436.0,6,0.612,0.0141,0.8218,0.8532,0,0,0.836,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0170,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,0,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,2,Magdalena del Mar,169,12131.4,1383,0.5272,0.3708,0.102,0.9337,17.5,0.7271,22,8,1,0,114.1,125.5,1,0.799,0.2133,0.8129,0.5272,0,0,0.8593,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0171,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,0,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,2,Magdalena del Mar,170,12966.3,1483,0.5755,0.3707,0.0538,0.875,54.4,0.5638,26,3,0,0,329.1,253.5,2,0.834,0.0861,0.6658,0.5755,0,0,0.8959,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0172,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,1,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,2,Magdalena del Mar,171,14421.8,1351,0.5102,0.3888,0.101,0.9584,46.0,0.6853,28,3,0,0,161.2,862.0,0,0.55,0.843,0.7499,0.5102,1,1,0.9732,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0173,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,0,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,2,Magdalena del Mar,172,13215.6,1405,0.5872,0.377,0.0358,0.7763,66.0,0.8178,18,6,0,0,198.0,325.0,5,0.55,0.1881,0.8026,0.5872,0,0,0.8906,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0174,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,0,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,2,Magdalena del Mar,173,15019.1,1443,0.6336,0.2825,0.0839,0.8414,4.7,0.7276,20,2,2,0,133.5,49.8,1,0.707,0.0681,0.8302,0.6336,0,0,0.9186,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0175,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,1,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,2,Magdalena del Mar,174,15098.0,1300,0.5386,0.242,0.2194,0.8714,47.6,0.809,17,5,1,0,215.1,196.1,1,0.879,0.1321,0.822,0.5386,0,1,0.9673,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0176,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,1,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,2,Magdalena del Mar,175,15866.9,1604,0.7277,0.4198,0.0,0.8538,4.0,0.6683,28,1,0,0,1109.3,1242.1,3,0.822,0.9984,0.7956,0.7277,1,1,0.9641,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0177,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,0,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,2,Magdalena del Mar,176,16989.5,1417,0.5739,0.3649,0.0612,0.7761,3.8,0.7217,34,3,0,0,741.0,913.3,1,0.462,0.5492,0.828,0.5739,1,0,0.9512,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0178,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,0,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,2,Magdalena del Mar,177,16091.3,1852,0.577,0.442,0.0,0.7868,10.3,0.6874,19,4,1,0,324.9,620.4,1,0.61,0.5502,0.7987,0.577,1,0,0.9432,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0179,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,0,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,2,Magdalena del Mar,178,12038.1,1408,0.4591,0.3464,0.1945,0.951,5.4,0.8013,25,3,1,1,239.8,53.8,2,0.51,0.1329,0.8736,0.4591,0,0,0.8186,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0180,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,1,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,2,Magdalena del Mar,179,12102.6,1365,0.5918,0.2376,0.1706,0.8663,39.3,0.8845,21,2,2,1,480.8,66.3,1,0.61,0.0935,0.8783,0.5918,0,1,0.9562,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0181,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,1,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,2,Magdalena del Mar,180,13840.9,1418,0.5366,0.4273,0.0361,0.7617,3.0,0.5639,27,2,0,0,604.2,40.4,0,0.891,0.1925,0.7343,0.5366,0,1,0.9615,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0182,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,0,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,2,Magdalena del Mar,181,13052.5,1335,0.4892,0.3204,0.1905,0.754,47.7,0.8185,18,2,2,0,126.0,56.3,0,0.437,0.1844,0.8275,0.4892,0,0,0.9497,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0183,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,0,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,2,Magdalena del Mar,182,11609.5,1385,0.4724,0.3774,0.1503,0.8636,10.5,0.9496,21,1,0,2,230.0,10.0,3,0.407,0.0031,0.9558,0.4724,0,0,0.83,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0184,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,1,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,2,Magdalena del Mar,183,13072.4,1175,0.8172,0.2982,0.0,0.7895,48.4,0.2287,19,0,0,1,57.0,736.0,2,0.526,0.9408,0.4726,0.8172,1,1,0.975,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0185,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,0,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,2,Magdalena del Mar,184,13003.5,1079,0.5237,0.4815,0.0,0.9192,21.7,0.6321,24,1,2,0,600.9,476.7,1,0.693,0.2205,0.7504,0.5237,0,0,0.9096,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0186,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,0,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,2,Magdalena del Mar,185,12589.1,1290,0.4043,0.2799,0.3158,0.9409,32.1,0.6036,30,4,2,0,1276.7,620.7,2,0.743,0.6613,0.7193,0.4043,1,0,0.9238,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0187,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,0,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,2,Magdalena del Mar,186,13336.8,1242,0.4802,0.323,0.1968,0.8048,1.7,0.5996,30,3,0,0,260.9,266.9,1,0.716,0.0177,0.7574,0.4802,0,0,0.9418,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0188,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,1,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,2,Magdalena del Mar,187,16474.7,1530,0.5448,0.3586,0.0966,0.8921,43.4,0.942,14,2,0,2,44.7,10.0,1,0.826,0.0911,0.9073,0.5448,0,1,0.9564,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0189,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,1,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,2,Magdalena del Mar,188,14418.4,1157,0.6047,0.2626,0.1327,0.7871,13.3,0.5308,14,3,1,3,398.3,247.4,2,0.386,0.1264,0.7008,0.6047,0,1,0.9577,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0190,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,1,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,2,Magdalena del Mar,189,19190.8,1992,0.6055,0.3764,0.0181,0.8229,4.9,0.7929,27,3,1,3,118.7,25.5,0,0.828,0.0539,0.8692,0.6055,0,1,0.964,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0191,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,1,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,2,Magdalena del Mar,190,14358.1,1300,0.6177,0.479,0.0,0.9633,12.4,0.5667,22,5,2,0,143.9,770.1,1,0.603,0.8404,0.7235,0.6177,1,1,0.96,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0192,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,0,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,2,Magdalena del Mar,191,13390.9,1171,0.4855,0.3108,0.2037,0.8806,15.5,0.6761,23,1,1,0,403.9,12.7,1,0.76,0.0213,0.785,0.4855,0,0,0.8827,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0193,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,0,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,2,Magdalena del Mar,192,14008.7,1143,0.584,0.3816,0.0343,0.9626,8.9,0.6639,22,0,1,0,300.0,150.8,1,0.451,0.034,0.7864,0.584,0,0,0.8415,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
