zone_id,district_id,district_name,population_density,num_households,nse_ab_pct,nse_c_pct,nse_de_pct,urbanization_rate,dist_nearest_road_m,walkability_score,poi_commercial_500m,poi_educational_500m,poi_parks_500m,land_use_encoded,area_m2,dist_nearest_recycling_m,recycling_density_1km,waste_per_capita_kg,coverage_gap_index,accessibility_composite,nse_high_ratio,recycling_deficit,is_optimal,suitability_score
520,3,San Isidro,7892.9,913,0.6512,0.4518,0.0,0.8785,83.9,0.4261,31,2,3,1,158.1,293.9,4,0.619,0.0775,0.5438,0.6512,0,1,0.3885
521,3,San Isidro,8529.3,728,0.8163,0.3305,0.0,0.8526,33.9,0.9426,30,5,0,2,75.7,213.7,2,0.664,0.1119,0.9203,0.8163,0,1,0.5643
522,3,San Isidro,6564.3,610,0.7537,0.2914,0.0,0.9413,12.6,0.6855,26,3,0,3,168.1,152.2,2,0.612,0.1078,0.7945,0.7537,0,1,0.4283
523,3,San Isidro,7786.0,682,0.95,0.2597,0.0,0.7601,3.6,0.9151,28,3,2,0,693.1,596.5,0,0.683,0.9629,0.9443,0.95,1,0,0.5941
524,3,San Isidro,9316.8,904,0.8156,0.4117,0.0,0.8983,18.5,0.7275,22,1,0,0,106.0,177.1,0,0.577,0.2232,0.8117,0.8156,0,1,0.6855
525,3,San Isidro,9164.2,782,0.7404,0.2461,0.0135,0.9206,2.7,0.6483,30,8,0,1,706.4,890.8,0,0.953,0.8684,0.7853,0.7404,1,0,0.6799
526,3,San Isidro,7043.2,777,0.6622,0.3607,0.0,0.9833,21.8,0.7725,29,2,1,0,173.0,114.2,0,0.612,0.009,0.8345,0.6622,0,1,0.6097
527,3,San Isidro,7345.3,618,0.9305,0.3033,0.0,0.785,6.3,0.8317,25,5,0,1,1327.7,453.8,0,0.735,0.218,0.8906,0.9305,0,1,0.6403
528,3,San Isidro,6813.6,726,0.765,0.308,0.0,0.8091,6.2,0.6025,30,7,1,0,141.8,10.0,0,0.55,0.0943,0.7533,0.765,0,1,0.6178
529,3,San Isidro,7212.3,654,0.7209,0.2617,0.0174,0.9738,5.4,0.945,29,3,1,3,218.1,463.4,4,0.79,0.2516,0.9599,0.7209,0,0,0.5535
530,3,San Isidro,6321.1,625,0.8336,0.3004,0.0,0.9014,50.5,0.8473,26,4,0,1,118.1,345.9,2,0.76,0.0227,0.8411,0.8336,0,0,0.3049
531,3,San Isidro,7834.2,689,0.865,0.3507,0.0,0.7591,46.6,0.9154,31,3,2,1,141.2,402.8,3,0.713,0.1654,0.8871,0.865,0,0,0.5613
532,3,San Isidro,8759.8,956,0.8634,0.3688,0.0,0.7686,22.0,0.9025,27,3,2,0,713.8,10.0,3,0.496,0.1646,0.9121,0.8634,0,1,0.5095
533,3,San Isidro,7057.9,832,0.802,0.2872,0.0,0.9385,23.2,0.9238,28,4,2,3,357.7,133.0,3,0.537,0.098,0.9233,0.802,0,1,0.5783
534,3,San Isidro,7891.3,701,0.8159,0.3427,0.0,0.8862,112.3,0.6147,24,5,2,1,557.3,498.3,0,0.903,0.2911,0.6192,0.8159,0,0,0.6013
535,3,San Isidro,7735.4,913,0.8232,0.4211,0.0,0.8857,57.7,0.4388,34,1,1,2,85.4,255.7,2,0.535,0.0321,0.5863,0.8232,0,0,0.4822
536,3,San Isidro,9266.1,861,0.8336,0.217,0.0,0.9612,69.6,0.8841,28,7,2,2,413.2,389.0,2,0.746,0.0409,0.8377,0.8336,0,0,0.5054
537,3,San Isidro,7266.1,743,0.8425,0.3495,0.0,0.8079,29.4,0.6105,26,5,1,0,112.5,245.6,2,0.508,0.1933,0.7271,0.8425,0,1,0.4317
538,3,San Isidro,7309.7,789,0.9094,0.2739,0.0,0.7885,1.0,0.4944,20,2,2,0,83.9,645.3,1,0.801,0.6739,0.6953,0.9094,1,0,0.5934
539,3,San Isidro,6984.8,614,0.8056,0.2658,0.0,0.8973,40.9,0.7294,19,1,1,0,296.2,259.0,3,0.547,0.0793,0.7831,0.8056,0,1,0.3249
540,3,San Isidro,6635.0,648,0.7183,0.3709,0.0,0.9618,17.4,0.6364,29,4,2,1,293.8,128.4,2,0.506,0.0913,0.7587,0.7183,0,0,0.4187
541,3,San Isidro,8635.0,714,0.7856,0.3064,0.0,0.8137,2.3,0.6016,37,3,1,1,255.4,94.0,3,0.543,0.0471,0.7578,0.7856,0,1,0.356
542,3,San Isidro,7837.9,845,0.8754,0.2527,0.0,0.9135,15.8,0.5219,26,6,2,0,434.4,1866.8,2,0.567,0.9512,0.6921,0.8754,1,0,0.5473
543,3,San Isidro,8065.8,779,0.6213,0.4559,0.0,0.7866,48.6,0.7781,13,5,1,3,492.2,256.2,2,0.711,0.1709,0.8021,0.6213,0,1,0.5071
544,3,San Isidro,9529.6,1102,0.6219,0.4236,0.0,0.7913,8.6,0.974,32,3,0,0,793.0,527.5,4,0.66,0.9227,0.9729,0.6219,1,0,0.6844
545,3,San Isidro,9598.5,873,0.8918,0.1954,0.0,0.9664,3.9,0.8537,39,4,1,2,94.4,1102.7,2,0.486,0.901,0.9071,0.8918,1,0,0.711
546,3,San Isidro,6024.5,704,0.95,0.232,0.0,0.7783,3.9,0.8066,29,1,3,0,813.7,343.7,2,0.646,0.272,0.8787,0.95,0,0,0.5108
547,3,San Isidro,8777.4,751,0.6735,0.3975,0.0,0.7558,1.7,0.6792,29,4,2,0,1103.1,182.2,2,0.478,0.2661,0.8053,0.6735,0,0,0.4644
548,3,San Isidro,8270.8,862,0.81,0.3272,0.0,0.936,65.7,0.8209,28,3,0,0,182.5,1162.9,1,0.747,0.8818,0.805,0.81,1,1,0.6674
549,3,San Isidro,7446.1,687,0.76,0.47,0.0,0.837,43.1,0.276,34,3,0,1,64.4,312.7,2,0.774,0.1962,0.5082,0.76,0,0,0.3788
550,3,San Isidro,8393.2,732,0.7739,0.3993,0.0,0.8452,87.6,0.5481,26,2,0,2,80.9,496.3,0,0.646,0.0459,0.6121,0.7739,0,0,0.5051
551,3,San Isidro,5928.3,496,0.8306,0.374,0.0,0.942,44.8,0.8497,24,3,1,0,169.1,261.7,2,0.691,0.0633,0.85,0.8306,0,0,0.3717
552,3,San Isidro,9755.2,1036,0.6707,0.2683,0.061,0.7932,33.4,0.9021,41,5,2,1,1225.8,554.1,1,0.913,0.8061,0.8967,0.6707,1,1,0.7413
553,3,San Isidro,8617.9,769,0.6893,0.3893,0.0,0.9061,14.8,0.7333,23,4,1,1,248.1,195.4,2,0.626,0.2686,0.8203,0.6893,0,1,0.4967
554,3,San Isidro,6961.8,716,0.7699,0.2479,0.0,0.8252,13.6,0.5532,18,1,1,0,149.3,512.0,2,0.508,0.6627,0.7138,0.7699,1,1,0.6033
555,3,San Isidro,7297.5,869,0.7855,0.4544,0.0,0.775,23.3,0.7078,17,3,0,1,141.4,831.8,0,0.737,0.9654,0.7936,0.7855,1,1,0.7618
556,3,San Isidro,5956.2,551,0.6874,0.3838,0.0,0.915,40.2,0.4535,26,3,0,0,84.9,341.7,0,0.48,0.2185,0.6186,0.6874,0,1,0.5232
557,3,San Isidro,7623.3,620,0.879,0.284,0.0,0.8265,7.1,0.951,24,2,1,2,492.6,1162.4,1,0.618,0.868,0.9612,0.879,1,1,0.7635
558,3,San Isidro,7420.7,636,0.7582,0.4144,0.0,0.958,30.5,0.6671,28,1,2,1,227.3,91.3,2,0.56,0.2375,0.7597,0.7582,0,0,0.3576
559,3,San Isidro,6409.9,543,0.7578,0.5293,0.0,0.9706,12.2,0.6487,26,3,0,0,1312.7,1180.8,2,0.545,0.5029,0.773,0.7578,1,0,0.5127
560,3,San Isidro,8932.0,880,0.8283,0.3326,0.0,0.9538,53.8,0.8172,24,3,0,2,404.5,493.5,3,0.612,0.2841,0.8185,0.8283,0,0,0.6146
561,3,San Isidro,9532.2,1046,0.7871,0.394,0.0,0.8274,15.1,0.7006,28,3,2,0,475.3,10.0,2,0.785,0.0601,0.8002,0.7871,0,1,0.5564
562,3,San Isidro,7967.2,731,0.8837,0.3155,0.0,0.8068,16.4,0.5157,37,2,1,3,201.6,326.1,3,0.816,0.1515,0.6875,0.8837,0,1,0.6042
563,3,San Isidro,7633.2,655,0.7067,0.3568,0.0,0.9643,34.1,0.8311,20,4,1,1,102.2,34.2,8,0.789,0.0956,0.8532,0.7067,0,0,0.4483
564,3,San Isidro,8522.0,900,0.6603,0.2294,0.1103,0.8587,27.8,0.6679,21,3,0,0,121.6,45.5,0,0.7,0.2467,0.7637,0.6603,0,1,0.5969
565,3,San Isidro,7976.4,734,0.769,0.35,0.0,0.9199,30.6,0.9145,23,1,0,1,81.8,30.1,1,0.611,0.0248,0.9079,0.769,0,0,0.5238
566,3,San Isidro,6701.4,690,0.806,0.3535,0.0,0.9485,3.6,0.7134,29,2,2,0,506.9,618.4,3,0.296,0.7719,0.8232,0.806,1,1,0.5246
567,3,San Isidro,7216.8,846,0.6759,0.4939,0.0,0.8166,24.9,0.8242,36,4,0,2,179.8,663.6,2,0.705,0.7812,0.8614,0.6759,1,1,0.5926
568,3,San Isidro,7644.3,700,0.6612,0.2064,0.1324,0.7786,2.4,0.6715,21,5,1,3,524.3,215.2,2,0.308,0.0937,0.7998,0.6612,0,1,0.4505
569,3,San Isidro,8297.8,833,0.8182,0.3275,0.0,0.9,8.2,0.6703,23,2,1,1,272.8,236.3,4,0.361,0.0721,0.7913,0.8182,0,0,0.4008
570,3,San Isidro,8011.2,899,0.7242,0.453,0.0,0.8916,10.7,0.8286,35,1,0,1,193.6,611.1,1,0.626,0.5118,0.8829,0.7242,1,0,0.5596
571,3,San Isidro,8252.4,888,0.6547,0.3307,0.0146,0.8148,9.5,0.7074,28,3,1,1,96.0,94.8,2,0.69,0.2141,0.8117,0.6547,0,1,0.5464
572,3,San Isidro,6170.2,679,0.8965,0.3363,0.0,0.8903,2.0,0.8755,30,2,1,0,311.5,18.0,2,0.582,0.086,0.9226,0.8965,0,1,0.6408
573,3,San Isidro,8798.3,975,0.7368,0.2833,0.0,0.9397,14.2,0.654,27,5,1,0,205.4,114.0,3,0.88,0.1208,0.7734,0.7368,0,1,0.5465
574,3,San Isidro,8004.1,813,0.915,0.2754,0.0,0.834,18.0,0.7254,24,2,0,3,503.6,784.3,3,0.719,0.5103,0.8113,0.915,1,0,0.55
575,3,San Isidro,11063.3,1122,0.8028,0.2039,0.0,0.8082,54.0,0.7054,30,3,3,0,138.1,205.5,1,0.613,0.2822,0.7513,0.8028,0,1,0.674
576,3,San Isidro,7534.8,819,0.8295,0.2997,0.0,0.924,51.6,0.7356,26,4,0,0,400.6,660.7,2,0.858,0.658,0.7725,0.8295,1,1,0.6294
577,3,San Isidro,8388.2,905,0.7789,0.2709,0.0,0.9386,79.8,0.8053,31,2,0,0,909.3,1265.8,0,0.885,0.5912,0.7768,0.7789,1,0,0.6526
578,3,San Isidro,11395.1,1217,0.5345,0.3594,0.1061,0.979,81.4,0.847,29,1,1,3,304.3,13.8,2,0.727,0.2649,0.7996,0.5345,0,1,0.5477
579,3,San Isidro,8232.9,784,0.6863,0.287,0.0267,0.7854,33.0,0.5779,22,3,0,3,458.6,367.8,0,0.534,0.2534,0.7028,0.6863,0,0,0.5455
580,3,San Isidro,7918.8,895,0.7874,0.3116,0.0,0.9634,111.5,0.4855,20,2,1,0,386.6,589.4,2,0.567,0.6654,0.5426,0.7874,1,1,0.5985
581,3,San Isidro,6815.7,609,0.8365,0.3138,0.0,0.9336,10.4,0.8442,35,2,1,0,1117.1,75.4,2,0.433,0.1551,0.8926,0.8365,0,0,0.5364
582,3,San Isidro,9833.9,847,0.621,0.3461,0.0328,0.9185,11.4,0.543,24,4,2,2,329.4,434.4,3,0.644,0.0209,0.7105,0.621,0,1,0.3892
583,3,San Isidro,6609.1,619,0.7946,0.3077,0.0,0.8251,4.4,0.8614,25,4,1,0,428.4,149.8,2,0.492,0.2135,0.911,0.7946,0,1,0.4757
584,3,San Isidro,8512.5,767,0.6878,0.2651,0.0472,0.7553,1.2,0.6042,25,4,0,3,237.7,414.8,1,0.601,0.1555,0.761,0.6878,0,1,0.5528
585,3,San Isidro,7431.7,791,0.8235,0.3569,0.0,0.8718,2.4,0.7847,19,1,4,3,131.7,103.3,1,0.689,0.0929,0.8676,0.8235,0,1,0.5764
586,3,San Isidro,7772.8,693,0.7981,0.4354,0.0,0.8186,3.2,0.7415,18,3,1,2,93.1,946.9,2,0.352,0.9379,0.8406,0.7981,1,1,0.6508
587,3,San Isidro,6291.3,668,0.8744,0.3603,0.0,0.8196,107.0,0.9587,33,3,0,0,674.2,1152.0,5,0.46,0.5274,0.8326,0.8744,1,1,0.4084
588,3,San Isidro,9611.8,966,0.9067,0.3012,0.0,0.9725,22.0,0.7807,26,3,1,1,109.2,50.7,3,0.574,0.1817,0.839,0.9067,0,1,0.6294
589,3,San Isidro,7666.6,660,0.8459,0.3401,0.0,0.7867,8.7,0.5778,36,3,0,3,444.4,891.2,4,0.642,0.8107,0.735,0.8459,1,0,0.6452
590,3,San Isidro,6541.9,590,0.886,0.1859,0.0,0.9742,10.5,0.924,25,5,1,0,341.3,282.3,1,0.576,0.1966,0.9404,0.886,0,1,0.4297
591,3,San Isidro,9503.2,958,0.765,0.3388,0.0,0.8709,5.5,0.8049,22,5,2,2,509.9,66.8,2,0.609,0.2459,0.8756,0.765,0,0,0.6653
592,3,San Isidro,7395.0,808,0.95,0.318,0.0,0.9512,17.0,0.8489,19,2,0,0,162.1,104.0,2,0.544,0.0955,0.8867,0.95,0,0,0.5198
593,3,San Isidro,8401.5,805,0.6781,0.2753,0.0466,0.8181,14.8,0.7743,25,3,3,3,130.0,953.3,1,0.433,0.6734,0.8448,0.6781,1,1,0.6601
594,3,San Isidro,9009.7,804,0.7472,0.2898,0.0,0.9021,65.4,0.9012,24,1,0,1,331.2,413.6,4,0.57,0.0419,0.8535,0.7472,0,0,0.5406
595,3,San Isidro,8568.8,786,0.8901,0.3172,0.0,0.8836,112.9,0.7935,21,2,1,0,193.7,42.0,2,0.618,0.1074,0.7256,0.8901,0,0,0.6287
596,3,San Isidro,5364.0,449,0.8753,0.4294,0.0,0.9718,9.2,0.6024,25,2,4,0,91.4,323.2,1,0.603,0.244,0.7492,0.8753,0,0,0.595
597,3,San Isidro,8834.4,715,0.8487,0.4374,0.0,0.793,44.5,0.9304,22,2,2,0,1153.8,560.2,2,0.667,0.664,0.8989,0.8487,1,1,0.6719
598,3,San Isidro,7879.3,937,0.8675,0.2757,0.0,0.7991,26.3,0.8468,20,0,3,0,129.9,267.0,1,0.713,0.2604,0.873,0.8675,0,0,0.4888
599,3,San Isidro,7605.2,637,0.5916,0.3086,0.0998,0.9778,32.0,0.7892,29,1,0,3,110.5,133.8,0,0.752,0.2983,0.8309,0.5916,0,0,0.4289
600,4,Barranco,15266.6,1291,0.641,0.3665,0.0,0.9038,35.6,0.7262,10,7,0,0,272.9,1186.3,0,0.686,0.7032,0.7882,0.641,1,1,0.717
601,4,Barranco,13062.8,1377,0.4414,0.4713,0.0872,0.9749,3.3,0.7164,20,1,2,2,225.0,267.1,2,0.647,0.1517,0.8254,0.4414,0,1,0.5883
602,4,Barranco,14180.9,1343,0.6105,0.3268,0.0627,0.9107,62.5,0.7681,13,6,0,0,131.3,87.1,1,0.481,0.1896,0.7775,0.6105,0,1,0.5626
603,4,Barranco,13657.0,1338,0.4087,0.3254,0.2659,0.7541,15.4,0.4691,21,4,1,0,60.5,1088.7,4,0.844,0.5656,0.6609,0.4087,1,1,0.6106
604,4,Barranco,11729.9,1258,0.6804,0.4652,0.0,0.8725,83.4,0.7331,9,3,0,0,318.4,540.1,1,0.564,0.9268,0.7287,0.6804,1,1,0.7023
605,4,Barranco,11650.0,1303,0.5307,0.4289,0.0404,0.9669,18.3,0.7637,9,2,1,0,297.8,693.3,0,0.788,0.9201,0.8338,0.5307,1,1,0.7206
606,4,Barranco,11464.3,1077,0.4777,0.3616,0.1607,0.8058,29.5,0.4867,16,4,2,1,104.9,463.0,1,0.824,0.0328,0.6527,0.4777,0,1,0.4977
607,4,Barranco,13226.0,1520,0.6818,0.2251,0.0931,0.7699,46.4,0.5264,13,3,1,2,236.2,157.3,1,0.74,0.0347,0.6541,0.6818,0,1,0.649
608,4,Barranco,10829.3,961,0.6559,0.2851,0.059,0.9228,9.4,0.8272,6,3,1,0,218.1,424.5,0,0.546,0.1487,0.8839,0.6559,0,1,0.5173
609,4,Barranco,15105.1,1548,0.6232,0.2657,0.1111,0.8706,31.6,0.8309,11,5,3,0,148.5,87.2,0,0.599,0.0416,0.8563,0.6232,0,1,0.7511
610,4,Barranco,10657.4,917,0.8192,0.3529,0.0,0.7614,24.6,0.5705,10,2,2,3,129.7,322.9,0,0.248,0.067,0.7095,0.8192,0,0,0.6457
611,4,Barranco,12386.1,1134,0.6635,0.3093,0.0272,0.8172,2.9,0.8967,7,2,1,0,338.3,385.9,0,0.633,0.0494,0.9341,0.6635,0,0,0.6323
612,4,Barranco,11587.7,1342,0.5355,0.4782,0.0,0.8284,50.4,0.6508,14,4,2,0,204.3,63.0,0,0.77,0.2407,0.7233,0.5355,0,0,0.6756
613,4,Barranco,11188.6,900,0.6519,0.2243,0.1238,0.9103,1.5,0.8956,10,3,1,2,152.5,51.9,1,0.614,0.1349,0.9354,0.6519,0,1,0.5803
614,4,Barranco,15910.2,1855,0.5714,0.2571,0.1715,0.8632,52.3,0.8534,16,2,1,3,122.8,121.2,1,0.561,0.1658,0.8423,0.5714,0,1,0.6639
615,4,Barranco,11209.7,1044,0.7267,0.3696,0.0,0.8669,8.1,0.8719,6,1,2,1,220.5,108.3,4,0.605,0.1749,0.9123,0.7267,0,0,0.4864
616,4,Barranco,11451.5,1234,0.6281,0.3917,0.0,0.9436,41.6,0.6406,14,3,1,0,512.6,522.3,0,0.832,0.5451,0.7289,0.6281,1,0,0.7223
617,4,Barranco,10804.6,904,0.638,0.143,0.219,0.8168,32.6,0.766,9,4,0,1,288.7,387.3,1,0.642,0.0895,0.8162,0.638,0,0,0.5057
618,4,Barranco,12073.9,1275,0.4558,0.2112,0.3331,0.9114,82.5,0.8798,14,3,5,2,202.4,104.6,2,0.929,0.1147,0.818,0.4558,0,1,0.5266
619,4,Barranco,11817.6,1375,0.6061,0.3289,0.065,0.8382,24.1,0.6365,14,1,1,2,313.2,157.2,1,0.564,0.1604,0.7498,0.6061,0,1,0.6163
620,4,Barranco,9985.3,1020,0.5944,0.4585,0.0,0.8504,48.0,0.6269,17,8,1,0,728.9,269.4,1,0.683,0.1076,0.7121,0.5944,0,1,0.596
621,4,Barranco,11236.1,1061,0.4976,0.501,0.0014,0.8834,38.2,0.852,8,5,3,2,362.2,15.9,1,0.585,0.041,0.8603,0.4976,0,1,0.4874
622,4,Barranco,13097.4,1463,0.5778,0.3168,0.1053,0.917,6.0,0.8145,14,3,2,1,301.3,599.7,0,0.961,0.6649,0.8807,0.5778,1,1,0.7709
623,4,Barranco,13848.6,1502,0.6436,0.3363,0.0201,0.9768,29.2,0.3938,14,2,0,0,407.8,99.5,2,0.677,0.2197,0.5974,0.6436,0,1,0.4728
624,4,Barranco,12043.2,1020,0.5996,0.2831,0.1174,0.8146,16.0,0.4583,8,2,0,0,215.6,82.5,0,0.969,0.0199,0.6536,0.5996,0,0,0.3886
625,4,Barranco,12106.2,1290,0.4588,0.4007,0.1406,0.7749,21.6,0.591,14,1,1,0,283.5,297.6,0,0.587,0.2717,0.7258,0.4588,0,0,0.5435
626,4,Barranco,11350.2,1209,0.5727,0.4723,0.0,0.8529,8.1,0.4653,13,2,1,3,165.5,236.3,2,0.879,0.0511,0.6684,0.5727,0,0,0.5466
627,4,Barranco,11095.6,1221,0.5532,0.4505,0.0,0.8812,2.0,0.625,15,1,0,0,70.8,387.6,0,0.668,0.0293,0.7723,0.5532,0,1,0.5583
628,4,Barranco,10344.8,958,0.6194,0.3477,0.033,0.8047,10.8,0.8191,13,0,2,1,321.9,1207.3,1,0.775,0.584,0.8771,0.6194,1,1,0.6211
629,4,Barranco,9198.0,883,0.6086,0.2829,0.1085,0.9637,34.9,0.8216,12,4,0,0,322.9,178.0,0,0.467,0.2799,0.8464,0.6086,0,1,0.609
630,4,Barranco,10735.6,1271,0.5588,0.3507,0.0905,0.9417,4.6,0.5086,14,7,0,2,194.4,949.6,1,0.702,0.678,0.699,0.5588,1,0,0.6345
631,4,Barranco,13627.3,1402,0.5549,0.4605,0.0,0.8685,7.3,0.7994,12,4,3,0,560.4,52.6,1,0.49,0.2361,0.8699,0.5549,0,1,0.6727
632,4,Barranco,11236.0,1127,0.6067,0.318,0.0753,0.858,77.1,0.9279,14,2,1,3,137.4,1524.4,1,0.689,0.8634,0.8539,0.6067,1,0,0.6032
633,4,Barranco,11377.2,1359,0.6963,0.2048,0.0989,0.7598,146.4,0.3662,13,3,0,1,59.3,20.0,0,0.422,0.1555,0.4245,0.6963,0,1,0.5122
634,4,Barranco,11342.1,1011,0.6279,0.3212,0.0509,0.8789,13.0,0.8827,13,4,2,2,140.1,58.3,1,0.636,0.1097,0.9122,0.6279,0,0,0.6015
635,4,Barranco,14240.5,1365,0.7423,0.3277,0.0,0.893,6.7,0.3734,15,4,2,1,71.3,303.7,1,0.814,0.0279,0.6151,0.7423,0,0,0.4584
636,4,Barranco,10328.9,1140,0.7133,0.2043,0.0824,0.964,8.9,0.8513,11,0,1,1,320.7,394.3,1,0.732,0.2132,0.8989,0.7133,0,0,0.503
637,4,Barranco,12498.7,1356,0.7497,0.3686,0.0,0.8703,41.6,0.565,10,4,1,3,134.1,337.6,0,0.465,0.1184,0.6836,0.7497,0,0,0.5729
638,4,Barranco,11876.8,1409,0.7369,0.3905,0.0,0.7878,1.0,0.9174,12,3,2,0,537.9,677.4,1,0.365,0.6444,0.9491,0.7369,1,1,0.7167
639,4,Barranco,12122.3,1287,0.7563,0.4988,0.0,0.7932,36.2,0.8116,14,2,1,2,529.0,1556.1,2,0.725,0.9008,0.8387,0.7563,1,0,0.7168
640,4,Barranco,12439.8,1150,0.4847,0.2434,0.2719,0.7884,28.2,0.6103,9,4,0,0,116.7,21.4,1,0.887,0.2328,0.7285,0.4847,0,0,0.5291
641,4,Barranco,12102.9,1160,0.6647,0.4084,0.0,0.9752,2.1,0.6914,16,2,1,1,128.2,40.2,2,0.505,0.2077,0.812,0.6647,0,0,0.5293
642,4,Barranco,13427.4,1122,0.7218,0.4273,0.0,0.9404,79.4,0.547,10,3,3,3,375.2,10.0,0,0.965,0.1588,0.6223,0.7218,0,1,0.5738
643,4,Barranco,11947.3,1397,0.7399,0.3916,0.0,0.9479,18.1,0.6706,14,3,0,2,535.9,76.4,0,0.649,0.1489,0.7782,0.7399,0,1,0.6396
644,4,Barranco,15139.9,1289,0.5229,0.2695,0.2076,0.9517,11.5,0.8928,8,4,1,0,48.9,95.8,1,0.356,0.1011,0.9204,0.5229,0,0,0.716
645,4,Barranco,12080.1,1230,0.6657,0.2648,0.0695,0.773,10.6,0.4983,15,3,0,0,306.5,788.5,1,0.416,0.8603,0.6848,0.6657,1,0,0.5361
646,4,Barranco,8933.8,858,0.6075,0.3578,0.0347,0.9185,28.9,0.7774,14,6,1,2,42.2,13.5,2,0.765,0.0205,0.8279,0.6075,0,0,0.5327
647,4,Barranco,13149.0,1122,0.7847,0.3572,0.0,0.919,96.4,0.6349,11,1,0,0,157.8,189.7,0,0.669,0.206,0.6524,0.7847,0,1,0.6142
648,4,Barranco,12705.8,1165,0.4613,0.3052,0.2335,0.804,36.2,0.6746,8,1,0,3,586.9,151.6,1,0.872,0.0135,0.7565,0.4613,0,0,0.5739
649,4,Barranco,12058.6,1270,0.5231,0.4533,0.0236,0.8678,15.0,0.6697,17,5,1,0,2718.4,288.7,3,0.47,0.0004,0.7819,0.5231,0,0,0.5654
650,4,Barranco,11532.8,937,0.4189,0.3179,0.2631,0.909,28.0,0.7465,20,4,1,0,202.1,50.6,2,0.668,0.0093,0.8106,0.4189,0,0,0.4385
651,4,Barranco,8193.7,972,0.6145,0.1985,0.187,0.9654,7.5,0.5009,10,4,1,2,90.2,289.1,0,0.651,0.061,0.6906,0.6145,0,0,0.5797
652,4,Barranco,8495.7,988,0.8264,0.3321,0.0,0.7765,72.5,0.7223,16,2,0,0,162.3,152.5,0,0.629,0.1711,0.7367,0.8264,0,1,0.4801
653,4,Barranco,14965.5,1247,0.5956,0.3884,0.016,0.9641,138.7,0.4604,8,5,0,0,258.0,524.5,1,0.593,0.9138,0.4913,0.5956,1,1,0.6977
654,4,Barranco,10946.1,1255,0.6101,0.3774,0.0125,0.9714,24.8,0.7682,10,8,2,0,143.1,461.8,0,0.596,0.1262,0.8279,0.6101,0,0,0.5788
655,4,Barranco,13738.1,1279,0.655,0.3767,0.0,0.9717,9.9,0.5055,16,7,2,3,116.8,1448.1,1,0.676,0.6916,0.6901,0.655,1,1,0.6876
656,4,Barranco,9114.5,753,0.5884,0.4695,0.0,0.7512,5.4,0.5839,16,3,2,1,173.9,176.8,3,0.695,0.173,0.7431,0.5884,0,1,0.3931
657,4,Barranco,10115.7,933,0.6366,0.2608,0.1026,0.803,152.9,0.4912,16,2,2,3,335.8,642.7,1,0.688,0.8289,0.4908,0.6366,1,0,0.6434
658,4,Barranco,13221.6,1485,0.6392,0.3161,0.0447,0.9159,68.1,0.8016,11,0,3,0,213.7,10.0,3,0.831,0.2535,0.7902,0.6392,0,1,0.673
659,4,Barranco,11815.5,1259,0.5154,0.4736,0.011,0.8272,78.5,0.7701,12,5,0,0,120.9,59.4,0,0.47,0.2457,0.7574,0.5154,0,1,0.5322
660,4,Barranco,12967.8,1161,0.5906,0.1926,0.2168,0.7647,1.0,0.9134,11,4,1,0,143.2,46.2,0,0.378,0.2471,0.9467,0.5906,0,1,0.6845
661,4,Barranco,11975.5,1302,0.6742,0.3457,0.0,0.9331,23.6,0.6129,10,4,1,0,175.7,1892.6,0,0.803,0.704,0.7362,0.6742,1,0,0.7525
662,4,Barranco,11626.2,1259,0.6929,0.4483,0.0,0.7569,34.3,0.5221,9,3,2,0,110.0,21.3,0,0.508,0.2639,0.6676,0.6929,0,0,0.5827
663,4,Barranco,10775.9,1182,0.7299,0.4471,0.0,0.857,70.8,0.7094,4,2,2,0,139.0,93.1,0,0.593,0.1666,0.7313,0.7299,0,1,0.6866
664,4,Barranco,9850.8,1001,0.6335,0.4028,0.0,0.9774,53.7,0.6901,14,5,0,0,409.5,300.8,0,0.558,0.1786,0.7424,0.6335,0,1,0.5409
665,4,Barranco,14524.9,1637,0.6356,0.4048,0.0,0.8557,6.8,0.7343,14,5,1,1,203.5,240.5,3,0.555,0.2182,0.8315,0.6356,0,1,0.5745
666,4,Barranco,14821.2,1565,0.675,0.2667,0.0583,0.9689,44.9,0.6791,22,1,1,0,60.2,73.7,0,0.431,0.0597,0.7476,0.675,0,1,0.5558
667,4,Barranco,10130.3,861,0.5405,0.4599,0.0,0.8482,20.2,0.4904,11,3,0,1,555.6,1514.7,0,0.565,0.6297,0.6674,0.5405,1,0,0.6427
668,4,Barranco,10012.7,1125,0.5364,0.254,0.2096,0.8332,76.1,0.9432,12,3,1,0,341.5,28.7,1,0.747,0.2738,0.8644,0.5364,0,1,0.5826
669,4,Barranco,11374.0,1057,0.5875,0.2588,0.1537,0.7758,7.6,0.8083,8,2,1,1,80.9,199.1,1,0.649,0.1568,0.8749,0.5875,0,1,0.6335
670,4,Barranco,12612.8,1364,0.4725,0.381,0.1465,0.8359,54.9,0.5136,16,8,3,2,182.7,484.1,0,0.726,0.0155,0.635,0.4725,0,0,0.4874
671,4,Barranco,11672.7,1249,0.6407,0.3106,0.0488,0.8309,1.0,0.7206,7,5,2,2,129.8,127.4,0,0.576,0.1217,0.831,0.6407,0,1,0.5608
